,acc,site,main_class,sub_class_1,sub_class_all,binding_sites,area_a2,alpha_seeds,beta_seeds,hydrophobicity,pdbs
2184,Q9BZD2,0,Transporters,SLC,SLC;MFS;SLC29,[],[],[],[],[],[]
2185,Q7RTT9,0,Transporters,SLC,SLC;MFS;SLC29,[],[],[],[],[],[]
2186,Q9BS91,0,Transporters,SLC,SLC;DMT;SLC35,[],[],[],[],[],[]
2187,A4IF30,0,Transporters,SLC,SLC;DMT;SLC35,[],[],[],[],[],[]
2188,Q7Z2H8,0,Transporters,SLC,SLC;APC;SLC36,[],[],[],[],[],[]
2189,Q495M3,0,Transporters,SLC,SLC;APC;SLC36,[],[],[],[],[],[]
2190,Q495N2,0,Transporters,SLC,SLC;APC;SLC36,[],[],[],[],[],[]
2191,Q6YBV0,0,Transporters,SLC,SLC;APC;SLC36,[],[],[],[],[],[]
2192,Q9H2H9,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],[]
2193,Q96QD8,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],[]
2194,Q969I6,1,Transporters,SLC,SLC;APC;SLC38,[82],[964.9167185679394],[19],[909],[9.39999],[]
2195,Q8WUX1,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],[]
2196,A6NNN8,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],[]
2197,Q8NBW4,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],"['6WJ2', '6WJ3', '8DHB']"
2198,Q08AI6,0,Transporters,SLC,SLC;APC;SLC38,[],[],[],[],[],[]
2199,Q9NP94,1,Transporters,SLC,SLC;Other;SLC39,[11],[910.0526813824426],[405],[975],[41.5999],[]
2200,Q6P5W5,2,Transporters,SLC,SLC;Other;SLC39,"[498, 209]","[1229.8759280150882, 1239.4979281813328]","[43, 8906]","[125, 7690]","[29.0, 16.2]",[]
2201,Q6ZMH5,1,Transporters,SLC,SLC;Other;SLC39,[185],[970.6452770239296],[8310],[2200],[19.0],[]
2202,Q13433,2,Transporters,SLC,SLC;Other;SLC39,"[424, 295]","[1030.118534838471, 3117.127791688172]","[1753, 196]","[4793, 95]","[19.8, 56.8999]",[]
2203,Q9C0K1,0,Transporters,SLC,SLC;Other;SLC39,[],[],[],[],[],[]
2204,Q9NUM3,0,Transporters,SLC,SLC;Other;SLC39,[],[],[],[],[],[]
2205,Q9ULF5,2,Transporters,SLC,SLC;Other;SLC39,"[12, 364]","[1721.177967581649, 1382.7735578813272]","[98, 12209]","[350, 2399]","[21.2, 7.89999]",[]
2206,Q504Y0,1,Transporters,SLC,SLC;Other;SLC39,[340],[2607.039997680507],[1504],[469],[20.6],[]
2207,Q15043,1,Unmatched,Unmatched,Unmatched,[118],[1478.9140501000727],[2019],[377],[22.9],[]
2208,Q9NP59,0,Transporters,SLC,SLC;Other;SLC40,[],[],[],[],[],"['6W4S', '6WBV', '8BZY', '8C02', '8C03', '8DL6', '8DL7', '8DL8']"
2209,Q8IVJ1,0,Transporters,SLC,SLC;Other;SLC41,[],[],[],[],[],[]
2210,Q96JW4,0,Transporters,SLC,SLC;Other;SLC41,[],[],[],[],[],[]
2211,Q96GZ6,0,Transporters,SLC,SLC;Other;SLC41,[],[],[],[],[],[]
2212,Q8NBI5,0,Transporters,SLC,SLC;MFS;SLC43,[],[],[],[],[],[]
2213,Q9UMX9,0,Transporters,SLC,SLC;MFS;SLC45,[],[],[],[],[],[]
2214,Q5BKX6,0,Transporters,SLC,SLC;MFS;SLC45,[],[],[],[],[],[]
2215,Q7Z3Q1,0,Transporters,SLC,SLC;MFS;SLC46,[],[],[],[],[],[]
2216,Q96FL8,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2217,Q6U841,1,Transporters,SLC,SLC;APC;SLC4,[160],[1396.045429364437],[93],[133],[26.5],[]
2218,Q9Y6R1,2,Transporters,SLC,SLC;APC;SLC4,"[152, 923]","[1500.5037729472426, 3982.992033143149]","[301, 1492]","[780, 832]","[32.9, 62.6999]",['6CAA']
2219,Q9BY07,2,Transporters,SLC,SLC;APC;SLC4,"[155, 990]","[1585.2773235986938, 2313.879176403215]","[0, 947]","[0, 1774]","[27.6999, 38.9]",[]
2220,Q9Y6M7,3,Transporters,SLC,SLC;APC;SLC4,"[157, 1083, 747]","[1436.8374585675206, 1646.7012777405475, 845.5854548015279]","[155, 4, 64]","[549, 81, 3395]","[25.6, 18.0, 20.0]",[]
2221,Q2Y0W8,3,Transporters,SLC,SLC;APC;SLC4,"[160, 928, 617]","[1261.5232076396119, 2043.2511375455886, 1339.7694208140765]","[1393, 1827, 84]","[5672, 838, 322]","[35.8, 21.2, 13.8]",['5JHO']
2222,Q9NWF4,0,Receptors,GPCR,GPCR;Other,[],[],[],[],[],[]
2223,Q9HAB3,0,Receptors,GPCR,GPCR;Other,[],[],[],[],[],[]
2224,Q9NQ40,0,Receptors,GPCR,GPCR;Other,[],[],[],[],[],[]
2225,P48066,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2226,P48065,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2227,Q9NSD5,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2228,Q9UN76,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2229,Q9H2J7,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2230,Q9GZN6,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2231,Q9H1V8,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2232,Q96N87,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2233,Q695T7,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],"['6M17', '6M18', '6M1D', '7DWX', '7V61']"
2234,Q9NP91,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],"['7Y75', '7Y76']"
2235,Q8TBB6,0,Transporters,SLC,SLC;APC;SLC7,[],[],[],[],[],[]
2236,Q9HBV2,1,Unclassified,Unclassified,Unclassified,[138],[3363.5391932489047],[177],[488],[25.4],[]
2237,Q8TDM5,2,Unmatched,Unmatched,Unmatched,"[63, 7]","[1349.729045227846, 1343.0285323039673]","[210, 0]","[199, 21]","[1.19999, 34.6999]",[]
2238,P43007,0,Transporters,SLC,SLC;Other;SLC1,[],[],[],[],[],['7P4I']
2239,P13866,1,Transporters,SLC,SLC;APC;SLC5,[524],[931.9563695694989],[72],[152],[16.8],"['7SL8', '7SLA', '7WMV']"
2240,P31639,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],['7VSI']
2241,P53794,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2242,Q9NY91,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2243,Q92911,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2244,Q9Y289,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2245,Q9GZV3,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2246,Q8N695,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],['7SL9']
2247,Q2M3M2,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2248,A0PJK1,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2249,Q8WWX8,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2250,Q1EHB4,0,Transporters,SLC,SLC;APC;SLC5,[],[],[],[],[],[]
2251,P30531,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],['7SK2']
2252,P23975,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2253,Q01959,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2254,P31645,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],"['5I6X', '5I6Z', '5I71', '5I73', '5I74', '5I75', '6AWN', '6AWO', '6AWP', '6AWQ', '6DZV', '6DZW', '6DZY', '6DZZ', '6VRH', '6VRK', '6VRL', '6W2B', '6W2C', '7LI6', '7LI7', '7LI8', '7LI9', '7LIA', '7LWD', '7MGW', '7TXT']"
2255,Q9Y345,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2256,P31641,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2257,Q99884,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2258,P48029,0,Transporters,SLC,SLC;Other;SLC6,[],[],[],[],[],[]
2259,P48067,1,Transporters,SLC,SLC;Other;SLC6,[58],[960.7108629215778],[0],[53],[9.8],"['6ZBV', '6ZPL']"
2260,Q12770,2,Unclassified,Unclassified,Unclassified,"[446, 1224]","[1125.3206216960607, 1100.8642925152267]","[57, 1]","[220, 7]","[0.59999, 8.4]","['6M49', '7ETW']"
2261,Q6ZMJ2,2,Unclassified,Unclassified,Unclassified,"[220, 280]","[8108.932543714279, 1002.2809211201061]","[206, 15]","[103, 1073]","[35.4999, 9.1]",['7C00']
2262,P21583,2,Unclassified,Unclassified,Unclassified,"[12, 84]","[2003.996937338984, 824.8963218483871]","[1, 3739]","[21, 1961]","[20.3, 13.7]","['1EXZ', '1SCF', '2E9W', '8DFM', '8DFP', '8DFQ']"
2263,P35498,2,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[1019, 311]","[1175.7073075737749, 1429.8757280322604]","[13, 824]","[27, 2360]","[31.6, 12.0]",['7DTD']
2264,Q07699,2,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;SodiumChannelBeta,"[105, 44]","[1509.0696549905576, 878.5223388178025]","[890, 1]","[6517, 14]","[10.3, -9.4999]","['6AGF', '6J8G', '6J8H', '6J8I', '6J8J', '7W77', '7W7F', '7W9K', '7W9L', '7W9M', '7W9P', '7W9T', '7XM9', '7XMF', '7XMG', '7XVE', '7XVF', '8FHD', '8GZ1', '8GZ2']"
2265,Q99250,5,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[1010, 1170, 1408, 1245, 1583]","[1731.2783818884132, 1134.1694410036723, 1200.395571619652, 1119.0525625757318, 1215.7449666890523]","[30, 401, 617, 633, 190]","[349, 1572, 769, 1217, 756]","[11.0999, 21.4, 35.7, 22.1, 6.4]","['2KAV', '4JPZ', '4RLY', '6BUT', '6J8E']"
2266,O60939,1,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;SodiumChannelBeta,[65],[2024.5873622266508],[17],[202],[-23.8],"['5FDY', '5FEB', '6J8E', '6J8G', '6J8H', '6J8I', '6J8J', '6VRR', '7W77', '7W7F', '7W9K', '7W9L', '7W9M', '7W9P', '7W9T', '7XM9', '7XMF', '7XMG', '7XVE', '7XVF', '8GZ1', '8GZ2']"
2267,Q9NY46,4,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[448, 1403, 1011, 1243]","[834.0352536627744, 2090.35796190786, 1932.6044382116283, 1152.6908750258358]","[0, 164, 5, 446]","[0, 553, 25, 1912]","[14.5, 74.9, 17.5, 22.1]","['7W77', '7W7F']"
2268,Q9NY72,1,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;SodiumChannelBeta,[48],[4274.736422769709],[8],[15],[33.1],"['4L1D', '7TJ8', '7TJ9']"
2269,P35499,4,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[247, 829, 1231, 993]","[719.7491549874611, 1351.330869630232, 1952.046242526011, 2121.859991353523]","[53, 72, 237, 1314]","[65, 108, 1945, 2714]","[30.5999, 23.4, 77.5, 27.4]","['6AGF', '6MBA', '6MC9']"
2270,Q8IWT1,1,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;SodiumChannelBeta,[160],[5428.411081717254],[11],[2190],[72.7999],"['4MZ2', '4MZ3', '5XAW', '6VSV', '7DTD']"
2271,Q14524,4,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[697, 1406, 966, 1239]","[1503.2474305313776, 3474.521771501137, 1698.7576619360025, 1378.3570991718918]","[144, 110, 78, 2]","[406, 462, 207, 34]","[31.0, 142.2, 10.7999, 28.4]","['2KBI', '2L53', '4DCK', '4DJC', '4JQ0', '4OVN', '5DBR', '6LQA', '6MUD', '7DTC', '7L83']"
2272,Q01118,2,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[755, 968]","[1329.1506437194703, 1110.1965680256399]","[1, 154]","[12, 1143]","[16.2, 23.2]","['7TJ8', '7TJ9']"
2273,Q9UQD0,1,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,[1004],[960.9986483226846],[49],[226],[11.8999],"['8FHD', '8GZ1', '8GZ2']"
2274,Q15858,2,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[999, 166]","[1611.0893857573828, 4352.663046765588]","[6, 49]","[38, 515]","[17.1999, 70.2999]","['5EK0', '6J8G', '6J8H', '6J8I', '6J8J', '6N4Q', '6N4R', '6NT3', '6NT4', '6VXO', '6W6O', '7K48', '7W9K', '7W9L', '7W9M', '7W9P', '7W9T', '7XM9', '7XMF', '7XMG', '7XVE', '7XVF']"
2275,Q9Y5Y9,2,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,"[1353, 917]","[1187.1110949808335, 1170.3169551417266]","[3, 11]","[210, 9]","[44.3, 9.99999]","['7WE4', '7WEL', '7WFR', '7WFW']"
2276,Q9UI33,1,Transporters,Channels,Channels;Voltage_gated_ion_channels;SodiumChannels,[1398],[1065.0379189595387],[31],[632],[29.5],[]
2277,P37088,3,Unclassified,Unclassified,Unclassified,"[331, 248, 464]","[698.3357103947428, 1277.137698829843, 1091.714113023438]","[1529, 396, 98]","[3000, 705, 189]","[5.79999, -2.2, -2.6]","['2M3O', '6BQN', '6WTH']"
2278,P51168,4,Unclassified,Unclassified,Unclassified,"[211, 298, 332, 555]","[1200.2363588067753, 751.4053551837172, 4429.870207258698, 1283.6322629019862]","[17, 1047, 196, 0]","[1036, 2135, 2080, 41]","[24.1, 12.7, -4.3999, 25.0999]","['6BQN', '6WTH']"
2279,P51172,2,Unclassified,Unclassified,Unclassified,"[398, 699]","[4052.514896790674, 6642.753773315065]","[320, 55]","[580, 219]","[-7.2, 126.599]",[]
2280,P51170,5,Unclassified,Unclassified,Unclassified,"[223, 276, 309, 40, 518]","[1022.7140724496212, 764.6888621951734, 1742.2850099279065, 1869.1047058127358, 2613.3951293379614]","[72, 135, 64, 289, 369]","[112, 391, 679, 603, 856]","[-1.4999, -5.1, 14.5, 26.7, 13.5999]","['6BQN', '6WTH']"
2281,Q8WTV0,1,Receptors,SCAR,SCAR;Class_B,[159],[1952.110237931917],[0],[0],[50.4],[]
2282,Q14108,0,Receptors,SCAR,SCAR;Class_B,[],[],[],[],[],"['4F7B', '4Q4B', '4Q4F', '4TVZ', '4TW0', '4TW2', '5UPH', '5XBM', '6I2K']"
2283,Q8WVN6,2,Unclassified,Unclassified,Unclassified,"[19, 53]","[1079.649621531763, 785.5017195997334]","[2, 10]","[18, 68]","[23.9, 15.7999]",[]
2284,P47872,1,Receptors,GPCR,GPCR;Secretin,[93],[732.1216001293765],[38],[1996],[28.3],"['6WI9', '6WZG', '7D3S']"
2285,P18827,0,Receptors,Other_receptors,Other_receptors;Syndecan,[],[],[],[],[],"['4GVC', '4GVD', '6EJE']"
2286,P34741,0,Receptors,Other_receptors,Other_receptors;Syndecan,[],[],[],[],[],['6ITH']
2287,Q7Z5N4,9,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[1060, 1864, 945, 127, 786, 1382, 301, 1570, 454]","[1192.0088767128746, 2032.008502206131, 1399.095101344088, 994.8727741472804, 1425.1668297103797, 2846.149523427311, 2214.589528437454, 6399.190943019058, 1126.1415082209155]","[3, 415, 2745, 7, 10, 416, 84, 86, 0]","[82, 563, 12498, 378, 81, 1503, 347, 304, 0]","[10.9, 0.4, 6.8, -13.3, 6.2, -3.5999, 23.8999, 8.1, -20.5]",[]
2288,Q58EX2,11,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[927, 1029, 46, 1279, 1678, 303, 1786, 1537, 420, 1306, 640]","[858.8740038752678, 1560.842714070773, 4696.024967243463, 1158.4297115318655, 1056.779214864574, 785.411156404102, 824.82592690189, 1744.0156008439951, 1683.8990922373575, 1862.878534594455, 1039.1612796185261]","[317, 61, 1971, 5, 21, 2, 4, 1, 21, 0, 42]","[1579, 156, 3915, 24, 210, 17, 12, 4, 192, 5, 1450]","[-3.0, 0.89999, -34.2, 9.8, 4.69999, 0.79999, 9.8, -10.2, 16.3, -8.7999, 14.8]","['1WF5', '1WFN', '1WFO', '1WIS']"
2289,Q6UXD5,5,Unclassified,Unclassified,Unclassified,"[430, 470, 211, 265, 782]","[1016.8701283375271, 4066.284187110602, 1005.8462409309857, 1349.4792692193384, 691.549094561099]","[0, 71, 0, 1947, 462]","[0, 350, 9, 2395, 4911]","[-16.599, 1.99999, -3.6, -15.0, 2.3]",[]
2290,Q14242,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],['1G1S']
2291,Q9H3S1,2,Miscellaneous,Ligand,Ligand;Semaphorins,"[583, 300]","[1463.0596731004282, 2435.6793053593087]","[4, 27]","[17, 117]","[-12.3, -23.7]",[]
2292,Q9NPR2,4,Miscellaneous,Ligand,Ligand;Semaphorins,"[522, 197, 265, 309]","[1271.8638956067332, 1322.086132683815, 560.643195046406, 1899.7528814032285]","[5, 481, 795, 800]","[164, 2383, 528, 526]","[5.39999, -2.7, -6.0, -17.7]",[]
2293,Q9C0C4,2,Miscellaneous,Ligand,Ligand;Semaphorins,"[574, 458]","[1210.836131205082, 1178.2944673016477]","[633, 3]","[966, 17]","[21.8, 6.89999]",['6N5Z']
2294,Q92854,1,Miscellaneous,Ligand,Ligand;Semaphorins,[314],[5089.511386360309],[16],[11],[-13.299],"['1OLZ', '3OL2']"
2295,O95754,3,Miscellaneous,Ligand,Ligand;Semaphorins,"[585, 266, 274]","[1053.6174539618503, 2575.876756035201, 764.6089649005265]","[40, 359, 96]","[475, 179, 753]","[25.2999, -12.9, 17.3]",[]
2296,Q9NTN9,1,Miscellaneous,Ligand,Ligand;Semaphorins,[421],[1910.445350177364],[21],[62],[12.0],[]
2297,Q13591,6,Miscellaneous,Ligand,Ligand;Semaphorins,"[693, 838, 829, 726, 295, 368]","[1154.9753170912238, 866.3021251717556, 1418.1760103542522, 1066.334310742826, 6365.512875847105, 1292.1514089064426]","[3, 13, 0, 8, 0, 115]","[115, 3000, 33, 842, 13, 3643]","[-2.4, 9.0, -5.4, -15.4, 23.4999, -3.6]",[]
2298,Q9P283,6,Miscellaneous,Ligand,Ligand;Semaphorins,"[899, 799, 761, 698, 466, 240]","[920.0505091142834, 2350.394373237023, 1246.413504454152, 2434.3571214881863, 4228.295344554337, 4773.543572045318]","[0, 106, 0, 49, 22, 42]","[4, 107, 358, 379, 785, 549]","[-2.0999, -22.099, -3.7, 14.6, -57.5, -21.5]",[]
2299,Q9H2E6,3,Miscellaneous,Ligand,Ligand;Semaphorins,"[189, 317, 9]","[746.0402130630863, 2919.7795346557236, 1080.105734242951]","[0, 15, 3]","[14, 413, 239]","[-2.8, -18.0, -2.8]",['6WTS']
2300,Q9H3T3,2,Miscellaneous,Ligand,Ligand;Semaphorins,"[302, 199]","[4171.950104610313, 869.509458560504]","[5, 2]","[77, 41]","[-20.599, 6.8]",[]
2301,Q9H3T2,4,Miscellaneous,Ligand,Ligand;Semaphorins,"[470, 321, 13, 770]","[698.8769563883335, 2326.3070842302495, 1266.2821387333827, 822.3504682461446]","[1, 83, 1, 2]","[0, 187, 19, 23]","[2.29999, -7.4, 30.7, 17.4]",[]
2302,Q8NFY4,2,Miscellaneous,Ligand,Ligand;Semaphorins,"[8, 222]","[1792.1420853403768, 3452.4798144522283]","[0, 4]","[2, 2]","[30.9, -15.499]",[]
2303,O75326,4,Unmatched,Unmatched,Unmatched,"[31, 52, 256, 154]","[1251.1408256959148, 4194.396978045687, 1339.8574629785662, 558.7867464987015]","[7, 1, 0, 279]","[835, 4, 95, 103]","[8.39999, -35.7, -32.5, 6.5]",['3NVQ']
2304,Q12884,2,Unmatched,Unmatched,Unmatched,"[700, 272]","[2485.6800795468594, 1254.9762836899083]","[288, 319]","[697, 440]","[-13.7, -5.9]","['1Z68', '6Y0F']"
2305,Q9NRX5,0,Transporters,Other_transporters,Other_transporters;SERINC,[],[],[],[],[],[]
2306,Q96SA4,0,Transporters,Other_transporters,Other_transporters;SERINC,[],[],[],[],[],[]
2307,Q13530,0,Transporters,Other_transporters,Other_transporters;SERINC,[],[],[],[],[],"['7RU6', '7RUG']"
2308,A6NH21,0,Transporters,Other_transporters,Other_transporters;SERINC,[],[],[],[],[],[]
2309,Q86VE9,0,Transporters,Other_transporters,Other_transporters;SERINC,[],[],[],[],[],[]
2310,Q53EL9,2,Unclassified,Unclassified,Unclassified,"[323, 460]","[1064.9725660753254, 7647.763031906983]","[16, 0]","[82, 0]","[11.6999, -31.199]",[]
2311,Q16586,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;Sarcoglycan,[175],[5065.2765200690055],[965],[1637],[-42.3],[]
2312,Q16585,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;Sarcoglycan,[163],[16309.318207052864],[19],[117],[135.899],[]
2313,Q92629,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;Sarcoglycan,[131],[17311.896028071285],[7],[32],[119.199],[]
2314,O43556,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;Sarcoglycan,[116],[6597.802430579007],[22],[144],[-40.499],[]
2315,Q96LD1,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;Sarcoglycan,[133],[16488.148520721657],[35],[23],[138.999],[]
2316,P78324,1,Miscellaneous,Other,Other;SIRP,[60],[1018.7343339041294],[0],[269],[8.5],"['2JJS', '2JJT', '2UV3', '2WNG', '4CMM', '6BIT', '6NMR', '6NMS', '6NMT', '6NMU', '6NMV', '7KPG']"
2317,Q96DD7,1,Unclassified,Unclassified,Unclassified,[52],[1503.7745199654796],[279],[1001],[0.69999],[]
2318,Q6ZSJ9,1,Unmatched,Unmatched,Unmatched,[127],[2046.6574384690641],[3],[26],[-29.6],[]
2319,A6NL88,3,Unmatched,Unmatched,Unmatched,"[113, 82, 322]","[2785.579423140627, 1090.4361441600329, 953.8844923660832]","[57, 2, 18]","[132, 14, 811]","[-18.599, -5.8, 3.19999]",[]
2320,B8ZZ34,1,Unclassified,Unclassified,Unclassified,[24],[1674.2336527652853],[0],[100],[26.8],[]
2321,B4DS77,1,Unclassified,Unclassified,Unclassified,[105],[2139.754852174221],[8],[984],[7.9],[]
2322,Q9NXL6,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2323,Q8NBJ9,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
2324,Q96LC7,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[519, 380, 149]","[1274.0160804999143, 1307.8469609441554, 1635.910488751884]","[122, 6, 13]","[795, 25, 415]","[28.2, 0.89999, 6.5]",[]
2325,Q96RL6,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[321, 176, 129]","[1055.8530268081822, 1599.6530188709537, 1421.003055891538]","[136, 5, 295]","[1569, 197, 1457]","[1.9, 16.3, -11.399]",[]
2326,Q96PQ1,2,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[433, 258]","[1078.6070781919052, 1428.720707918385]","[2383, 0]","[2655, 2]","[1.59999, -19.5]",[]
2327,Q08ET2,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[242, 104, 129]","[1179.5759268235568, 1281.1831781104931, 1440.1514509661129]","[234, 7, 0]","[1205, 77, 15]","[19.1, 12.5, -19.3]",[]
2328,Q6ZMC9,2,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[126, 171]","[1450.3736504695714, 2492.035017278843]","[100, 56]","[1065, 2063]","[4.1, 35.8]",[]
2329,A6NMB1,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[257, 166, 118]","[1843.2924497285744, 1945.5825126039854, 1164.0132137344679]","[1066, 66, 231]","[1137, 1450, 1019]","[13.5, 32.5, -9.0]",[]
2330,Q6IA17,2,Receptors,IG,IG;Type1;CytokineR,"[31, 143]","[1308.2896927977445, 5336.914910638064]","[1, 0]","[1016, 37]","[6.99999, 54.4999]",[]
2331,Q8N7X8,1,Unclassified,Unclassified,Unclassified,[112],[4902.905243022942],[1],[2],[69.1999],[]
2332,O15389,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[258, 105, 128]","[2281.8960178604184, 836.95829230892, 1299.6844438835228]","[93, 23, 0]","[1168, 288, 52]","[-6.7, 8.2, -20.7]","['2ZG1', '2ZG2', '2ZG3']"
2333,O43699,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[429, 107, 61]","[1001.4833056519449, 2268.2182603634838, 920.3301496455472]","[0, 31, 625]","[40, 789, 353]","[8.1, -8.7999, -1.2]",[]
2334,Q9Y286,2,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[290, 41]","[1095.4972111398718, 613.6726972625845]","[812, 41]","[9012, 190]","[-2.9, 10.2]","['1NKO', '1O7S', '1O7V', '2DF3', '2G5R', '2HRL']"
2335,Q9NYZ4,2,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[159, 42]","[1505.1166781602633, 727.8612514252584]","[22, 8]","[76, 166]","[10.0, 2.19999]","['2N7A', '2N7B', '7QU6', '7QUI']"
2336,Q9Y336,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,[289],[1344.7969386871825],[2387],[3845],[3.89999],[]
2337,O00241,2,Miscellaneous,Other,Other;SIRP,"[314, 102]","[2033.639415429383, 1133.0008461067257]","[14, 334]","[209, 2258]","[-7.2999, -8.2999]","['2D9C', '2JJU']"
2338,Q5JXA9,2,Miscellaneous,Other,Other;SIRP,"[163, 148]","[2104.013224049991, 1127.5767506424725]","[93, 34]","[431, 162]","[9.1, -13.299]",[]
2339,Q5TFQ8,1,Miscellaneous,Other,Other;SIRP,[312],[911.7935503485704],[2],[36],[3.09999],['2JJV']
2340,Q9P1W8,3,Miscellaneous,Other,Other;SIRP,"[314, 333, 143]","[1407.3974386703528, 707.6449087739355, 1914.4537896927768]","[1, 285, 27]","[34, 958, 354]","[-3.6999, -1.5999, 7.89999]","['2JJW', '4I2X']"
2341,Q9Y3P8,1,Unclassified,Unclassified,Unclassified,[96],[1142.504357809307],[0],[81],[5.09999],[]
2342,P19634,3,Transporters,SLC,SLC;Other;SLC9,"[530, 550, 402]","[1518.7562323391264, 1256.4293672549302, 1164.0909778489179]","[320, 24, 1742]","[477, 27, 5801]","[14.2, 2.19999, 35.9]","['1Y4E', '2BEC', '2E30', '2HTG', '2KBV', '2L0E', '2MDF', '2YGG', '6BJF', '6NUC', '6NUF', '6NUU', '6ZBI', '7DSV', '7DSW', '7DSX']"
